,05421002-7,05411001-4,05410002-7,05426003-2,05423003-6,05410024-8,05402001-5,05401003-6
2023-12-24,0.081,0.152,68.932,42.971,0.0,47.857,9.804,14.833
2023-12-25,0.081,0.152,67.789,40.851,0.0,51.116,10.422,0.0
2023-12-26,0.081,0.125,63.261,41.881,0.0,47.042,14.422,10.777
2023-12-27,0.081,0.152,77.228,39.821,0.0,55.358,17.591,10.414
2023-12-28,0.081,0.152,72.445,44.06,0.0,51.116,16.876,15.523
2023-12-29,0.081,0.152,59.96,36.73,0.0,41.644,13.262,12.261
2023-12-30,0.081,0.125,63.261,30.966,0.0,43.138,16.876,12.654
2023-12-31,0.081,0.069,64.361,33.818,0.0,47.042,18.306,15.1
2024-01-01,0.081,0.069,62.161,37.76,0.0,42.391,19.736,8.379
2024-01-02,0.081,0.152,57.802,35.759,0.0,43.138,17.591,11.504
2024-01-03,0.081,0.152,64.361,29.144,0.0,42.391,19.736,10.414
2024-01-04,0.081,0.152,64.361,27.322,0.0,44.7,18.306,12.261
2024-01-05,0.081,0.152,67.789,27.322,0.0,46.261,18.306,8.074
2024-01-06,0.081,0.152,61.06,29.144,0.0,43.138,16.161,11.141
2024-01-07,0.081,0.152,56.744,30.055,0.0,40.151,12.373,7.769
2024-01-08,0.081,0.152,53.571,24.768,0.0,37.978,12.818,9.716
2024-01-09,0.081,0.152,45.575,18.373,0.0,31.797,11.484,7.464
2024-01-10,0.081,0.152,50.525,14.097,0.0,30.506,11.04,8.379
2024-01-11,0.081,0.152,45.575,8.746,0.0,27.381,11.04,7.159
2024-01-12,0.081,0.152,46.548,8.413,0.0,27.381,10.113,6.303
2024-01-13,0.081,0.152,43.629,7.747,0.0,25.002,8.13,7.159
2024-01-14,0.081,0.152,44.602,7.202,0.0,23.847,9.495,6.578
2024-01-15,0.081,0.18,46.548,6.385,0.0,27.381,10.422,8.074
2024-01-16,0.081,0.18,46.548,5.928,0.0,25.002,11.04,7.464
2024-01-17,0.081,0.18,45.575,5.242,0.0,26.158,10.422,6.303
2024-01-18,0.081,0.18,46.548,5.242,0.0,27.992,10.731,7.159
2024-01-19,0.081,0.208,46.548,4.628,0.0,26.769,20.587,8.713
2024-01-20,0.081,0.18,46.548,6.385,0.0,26.769,11.484,4.984
2024-01-21,0.081,0.208,44.602,7.202,0.0,27.992,10.731,6.578
2024-01-22,0.081,0.208,43.629,8.413,0.0,24.425,10.113,9.047
2024-01-23,0.081,0.208,46.548,5.699,0.0,25.002,10.113,8.074
2024-01-24,0.081,0.208,44.602,5.928,0.0,22.182,10.422,6.854
2024-01-25,0.081,0.18,43.629,4.628,0.0,23.847,10.731,6.854
2024-01-26,0.081,0.18,49.509,4.628,0.0,29.86,12.818,9.716
2024-01-27,0.081,0.208,52.556,6.93,0.0,25.58,15.581,8.713
2024-01-28,0.081,0.208,51.54,9.079,0.0,33.121,10.731,7.159
2024-01-29,0.081,0.18,40.838,14.77,0.0,23.269,9.222,6.303
2024-01-30,0.081,0.152,36.313,6.156,0.0,20.551,8.676,6.578
2024-01-31,0.081,0.152,38.089,4.628,0.0,21.095,8.676,6.854
2024-02-01,0.081,0.18,37.201,3.857,0.0,20.041,8.13,7.769
2024-02-02,0.081,0.152,38.089,3.158,0.0,21.638,8.403,7.464
2024-02-03,0.081,0.208,35.425,3.158,0.0,21.638,8.13,6.578
2024-02-04,0.081,0.152,35.425,3.676,0.0,21.638,8.949,7.159
2024-02-05,0.081,0.152,34.537,4.037,0.0,19.531,6.895,6.303
2024-02-06,0.081,0.152,36.313,3.315,0.0,19.531,7.883,6.303
2024-02-07,0.081,0.152,32.846,3.001,0.0,8.133,7.883,7.159
2024-02-08,0.081,0.152,35.425,2.531,0.0,16.097,9.495,7.769
2024-02-09,0.081,0.18,35.425,2.397,0.0,18.511,7.389,6.854
2024-02-10,0.081,0.18,29.65,1.995,0.0,16.573,5.401,6.578
2024-02-11,0.081,0.18,29.65,1.995,0.0,16.573,5.596,6.578
2024-02-12,0.081,0.18,28.991,1.861,0.0,14.737,5.012,6.303
2024-02-13,0.081,0.18,29.65,1.535,0.0,11.776,5.012,6.303
2024-02-14,0.081,0.152,28.331,1.232,0.0,10.993,5.791,5.476
2024-02-15,0.081,0.152,27.013,1.147,0.0,10.619,12.373,6.027
2024-02-16,0.081,0.18,27.672,1.147,0.0,10.619,6.012,6.854
2024-02-17,0.081,0.18,25.759,1.061,0.0,13.41,5.791,6.854
2024-02-18,0.081,0.18,28.331,0.891,0.0,13.41,5.207,6.578
2024-02-19,0.14,0.18,27.672,0.891,0.0,10.244,5.012,7.159
2024-02-20,0.081,0.015,27.672,0.83,0.0,10.619,5.207,7.464
2024-02-21,0.081,0.015,27.672,0.891,0.0,9.87,4.648,6.578
2024-02-22,0.111,0.015,26.386,0.891,0.0,8.814,3.973,6.303
2024-02-23,0.14,0.015,23.289,0.83,0.0,8.133,3.687,6.027
2024-02-24,0.111,0.015,22.11,0.83,0.0,8.133,3.402,5.752
2024-02-25,0.17,0.015,19.96,0.707,0.0,6.259,3.402,5.23
2024-02-26,0.262,0.015,20.445,0.646,0.0,4.655,2.149,5.23
2024-02-27,0.14,0.015,19.96,0.585,0.0,4.416,2.075,4.984
2024-02-28,0.14,0.015,20.445,0.585,0.0,3.699,2.149,5.752
2024-02-29,0.081,0.015,20.93,0.555,0.0,3.699,2.075,5.752
2024-03-01,0.081,0.015,21.52,0.555,0.0,4.177,2.149,5.752
2024-03-02,0.081,0.015,20.93,0.525,0.0,4.416,3.142,5.23
2024-03-03,0.081,0.015,20.445,0.494,0.0,4.655,2.075,4.984
2024-03-04,0.111,0.015,20.445,0.494,0.0,3.289,2.002,5.476
2024-03-05,0.111,0.015,19.96,0.494,0.0,2.673,2.002,5.476
2024-03-06,0.111,0.015,19.96,0.494,0.0,3.938,1.928,5.23
2024-03-07,0.081,0.015,20.445,0.494,0.0,3.494,1.785,4.984
2024-03-08,0.081,0.015,18.505,0.464,0.0,2.502,1.854,4.984
2024-03-09,0.081,0.015,18.505,0.434,0.0,2.878,1.507,4.984
2024-03-10,0.111,0.015,18.505,0.464,0.0,3.083,1.854,4.984
2024-03-11,0.111,0.015,19.475,0.464,0.0,3.938,2.002,4.984
2024-03-12,0.081,0.015,16.236,0.434,0.0,2.502,2.149,4.737
2024-03-13,0.081,0.015,18.505,0.41,0.0,2.502,2.585,4.737
2024-03-14,0.081,0.015,18.505,0.41,0.0,3.289,1.379,4.984
2024-03-15,0.081,0.015,17.597,0.41,0.0,2.673,1.379,4.737
2024-03-16,0.081,0.015,17.597,0.41,0.0,2.673,1.314,4.491
2024-03-17,0.081,0.015,17.144,0.41,0.0,5.986,1.314,4.491
2024-03-18,0.111,0.015,17.144,0.41,0.0,2.878,1.25,4.491
2024-03-19,0.081,0.015,16.236,0.386,0.0,2.878,1.379,4.491
2024-03-20,0.081,0.015,16.236,0.434,0.0,3.494,1.379,4.491
2024-03-21,,0.015,14.962,,0.0,0.0,1.127,4.028
2024-03-22,0.081,0.015,14.113,0.41,0.0,2.502,1.186,4.028
2024-03-23,0.081,0.015,16.236,0.41,0.0,2.33,1.928,4.737
2024-03-24,0.081,0.015,17.144,0.41,0.0,5.713,2.149,4.737
2024-03-25,0.081,0.015,16.236,0.41,0.0,3.494,2.223,4.491
2024-03-26,0.081,0.015,16.236,0.464,0.0,3.083,1.127,4.737
2024-03-27,0.081,0.015,16.69,0.464,0.0,2.878,1.25,4.491
2024-03-28,0.081,0.015,16.236,0.434,0.0,2.878,1.186,4.491
2024-03-29,0.081,0.015,17.144,0.434,0.0,3.494,1.127,4.491
2024-03-30,0.081,0.015,17.144,0.434,0.0,3.938,1.127,4.491
2024-03-31,0.081,0.015,16.69,0.41,0.0,5.713,1.127,4.491
2024-04-01,0.081,0.015,15.387,0.434,0.0,1.987,1.127,3.811
2024-04-02,0.081,0.015,14.538,0.494,0.0,1.987,1.068,3.377
2024-04-03,0.081,0.015,14.113,0.494,0.0,3.289,1.068,3.377
2024-04-04,0.081,0.015,13.717,0.464,0.0,3.083,1.068,3.16
2024-04-05,0.081,0.015,13.322,0.434,0.0,2.673,1.068,3.377
2024-04-06,0.081,0.015,13.717,0.434,0.0,2.502,1.068,3.811
2024-04-07,0.081,0.015,13.322,0.41,0.0,6.872,1.068,3.377
2024-04-08,0.081,0.015,13.322,0.434,0.0,1.129,1.068,3.377
2024-04-09,0.081,0.015,12.926,0.434,0.0,2.673,1.068,3.377
2024-04-10,0.081,0.015,12.531,0.494,0.0,1.816,1.068,3.16
2024-04-11,0.081,0.015,12.531,0.494,0.0,2.673,1.186,3.594
2024-04-12,0.081,0.015,12.135,0.464,0.0,1.987,1.186,3.594
2024-04-13,0.081,0.015,12.135,0.41,0.0,1.816,1.186,3.594
2024-04-14,0.081,0.015,11.768,0.41,0.0,4.416,1.186,3.377
2024-04-15,0.081,0.015,12.135,0.41,0.0,1.541,1.186,3.377
2024-04-16,0.081,0.028,11.768,0.464,0.0,3.494,1.127,3.377
2024-04-17,0.111,0.001,11.402,0.434,0.0,3.083,1.127,3.16
2024-04-18,0.081,0.015,11.768,0.434,0.0,3.289,1.127,3.377
2024-04-19,0.081,0.015,11.402,0.434,0.0,3.494,1.127,3.377
2024-04-20,0.081,0.015,11.768,0.434,0.0,3.289,1.127,3.16
2024-04-21,0.081,0.015,11.402,0.41,0.0,5.44,1.127,2.972
2024-04-22,0.081,0.015,10.669,0.434,0.0,0.922,1.127,2.972
2024-04-23,0.081,0.015,9.965,0.434,0.0,2.33,1.127,2.785
2024-04-24,0.081,0.015,8.615,0.434,0.0,2.159,1.127,2.972
2024-04-25,0.081,0.015,10.302,0.434,0.0,2.33,1.127,2.972
2024-04-26,0.081,0.015,9.627,0.41,0.0,2.159,1.127,2.785
2024-04-27,0.081,0.015,9.965,0.41,0.0,2.33,1.127,2.785
2024-04-28,0.081,0.015,9.627,0.434,0.0,4.177,1.127,2.785
2024-04-29,0.081,0.015,9.29,0.41,0.0,0.715,1.068,2.597
2024-04-30,0.081,0.015,8.952,0.434,0.0,2.502,1.068,2.597
2024-05-01,0.081,0.015,8.952,0.464,0.0,2.502,1.127,2.597
2024-05-02,0.081,0.015,7.999,0.464,0.0,2.33,1.009,2.41
2024-05-03,0.081,0.015,9.965,0.434,0.0,1.987,1.068,2.597
2024-05-04,0.081,0.015,9.627,0.434,0.0,1.816,1.068,2.597
2024-05-05,0.081,0.015,9.29,0.434,0.0,4.894,1.068,2.41
2024-05-06,0.081,0.015,8.952,0.464,0.0,0.715,1.009,2.41
2024-05-07,0.081,0.015,9.29,0.525,0.0,2.502,1.068,2.222
2024-05-08,0.081,0.042,8.615,0.976,0.0,5.167,1.009,2.064
2024-05-09,0.081,0.042,9.627,3.857,0.0,4.655,1.127,2.41
2024-05-10,0.081,0.042,9.965,3.001,0.0,4.177,1.127,2.41
2024-05-11,0.081,0.042,8.952,2.688,0.0,3.289,1.068,2.222
2024-05-12,0.081,0.028,9.627,3.857,0.0,4.894,1.068,2.222
2024-05-13,0.081,0.028,9.29,3.001,0.0,4.655,1.068,2.222
2024-05-14,0.081,0.015,8.952,2.397,0.0,4.655,1.068,2.222
2024-05-15,0.081,0.015,8.952,1.752,0.0,4.416,1.068,2.222
2024-05-16,0.081,0.015,7.69,1.752,0.0,4.894,1.009,1.906
2024-05-17,0.081,0.015,7.074,1.643,0.0,4.416,1.068,2.064
2024-05-18,0.081,0.015,8.307,1.861,0.0,4.177,1.068,2.064
2024-05-19,0.081,0.001,7.382,2.845,0.0,4.177,1.068,1.906
2024-05-20,0.081,0.001,7.999,3.158,0.0,4.177,1.068,2.064
2024-05-21,0.081,0.069,8.615,9.079,0.0,8.473,1.127,2.064
2024-05-22,0.081,0.069,8.952,12.752,0.0,8.814,1.186,2.064
2024-05-23,0.17,0.434,10.669,16.908,0.0,11.776,1.127,1.589
2024-05-24,0.111,0.18,10.669,25.619,0.0,10.244,1.068,1.906
2024-05-25,0.081,0.152,10.669,19.105,0.0,10.619,1.068,2.064
2024-05-26,0.081,0.152,9.965,16.908,0.0,10.619,1.068,2.064
2024-05-27,0.081,0.125,8.952,14.77,0.0,7.792,1.068,1.906
2024-05-28,0.081,0.125,9.29,9.079,0.0,5.713,1.068,1.906
2024-05-29,0.081,0.125,9.29,7.475,0.0,4.894,1.068,2.064
2024-05-30,0.081,0.125,9.627,7.202,0.0,7.792,1.068,1.906
2024-05-31,0.081,0.125,9.29,6.93,0.0,8.133,1.127,1.906
2024-06-01,0.081,0.097,8.952,6.657,0.0,7.179,1.127,1.906
2024-06-02,0.081,0.097,9.627,6.156,0.0,7.792,1.127,1.906
2024-06-03,0.081,0.125,9.29,6.657,0.0,8.133,1.127,1.906
2024-06-04,0.081,0.125,10.302,6.93,0.0,9.495,1.127,1.906
2024-06-05,0.081,0.125,10.302,8.08,0.0,9.495,1.127,1.906
2024-06-06,0.081,0.097,9.965,7.747,0.0,9.495,1.068,1.906
2024-06-07,0.081,0.097,9.965,8.413,0.0,8.814,1.127,1.906
2024-06-08,0.081,0.097,9.965,11.012,0.0,9.154,1.127,1.906
2024-06-09,0.081,0.097,10.302,16.908,0.0,10.244,1.127,1.747
2024-06-10,0.081,0.097,10.302,21.481,0.0,9.154,1.127,1.906
2024-06-11,0.081,0.069,10.669,18.373,0.0,10.244,1.127,1.906
2024-06-12,0.081,0.069,8.615,19.105,0.0,9.495,1.127,1.906
2024-06-13,0.081,0.069,10.302,19.897,0.0,9.495,1.127,1.906
2024-06-14,1.449,1.493,10.669,111.137,0.0,13.41,1.25,1.431
2024-06-15,0.199,1.09,10.302,73.482,0.0,12.185,1.186,1.747
2024-06-16,0.081,0.949,12.135,49.627,0.0,12.185,1.186,2.064
2024-06-17,0.081,0.808,12.135,40.851,0.0,11.776,1.186,2.064
2024-06-18,0.081,0.737,12.531,39.821,0.0,12.185,1.186,1.589
2024-06-19,0.081,1.019,12.926,49.627,0.0,12.185,1.25,1.747
2024-06-20,0.081,1.019,12.135,45.15,0.0,12.593,1.186,1.906
2024-06-21,0.081,1.019,12.926,44.06,0.0,12.185,1.25,1.589
2024-06-22,1.837,1.674,15.387,253.054,0.0,19.021,1.314,1.747
2024-06-23,0.87,1.674,14.962,159.555,0.0,17.049,1.443,1.906
2024-06-24,0.362,1.674,13.322,114.462,30.375,15.621,1.379,1.431
2024-06-25,0.081,1.412,14.538,92.185,27.672,15.621,1.443,1.589
2024-06-26,0.081,1.251,13.717,77.627,25.943,14.294,1.379,1.589
2024-06-27,0.081,1.332,14.113,70.772,24.214,15.179,1.443,1.747
2024-06-28,0.081,1.493,14.113,65.461,24.214,14.737,1.576,1.747
2024-06-29,0.081,1.412,15.387,62.924,25.079,16.097,1.576,1.747
2024-06-30,0.081,1.332,14.962,59.119,24.214,15.621,1.443,1.747
2024-07-01,0.081,1.332,15.387,56.701,24.214,15.621,1.646,1.747
2024-07-02,0.081,1.332,15.387,54.284,22.632,16.097,3.973,1.589
2024-07-03,0.081,1.251,15.387,51.926,21.841,16.097,3.973,1.589
2024-07-04,0.081,1.171,15.387,49.627,21.841,15.621,3.973,1.589
2024-07-05,0.081,1.09,14.113,47.329,20.259,15.621,3.687,1.589
2024-07-06,0.081,1.09,14.113,45.15,20.259,14.737,3.687,1.589
2024-07-07,0.081,1.019,13.717,44.06,20.259,14.737,3.687,1.589
2024-07-08,0.081,0.949,12.926,42.971,19.538,13.852,3.545,1.589
2024-07-09,0.081,0.949,13.717,40.851,19.538,14.294,3.545,1.431
2024-07-10,0.081,0.949,13.322,39.821,18.818,13.852,3.545,1.431
2024-07-11,0.081,0.949,12.926,37.76,18.097,13.41,3.545,1.431
2024-07-12,0.081,0.878,12.135,36.73,15.356,10.619,3.545,1.431
2024-07-13,0.081,0.878,11.402,32.848,15.356,11.368,3.402,1.431
2024-07-14,0.081,0.808,12.926,32.848,16.656,11.368,3.402,1.589
2024-07-15,0.081,0.808,12.531,33.818,16.006,10.993,3.545,1.589
2024-07-16,0.081,0.808,12.926,32.848,16.006,11.368,3.545,1.589
2024-07-17,0.081,0.808,13.322,32.848,15.356,12.185,3.687,1.589
2024-07-18,0.081,0.949,14.113,31.877,16.006,13.41,3.83,1.589
2024-07-19,0.081,1.332,13.717,33.818,16.656,13.002,1.379,1.589
2024-07-20,0.081,1.412,14.962,32.848,16.656,14.294,1.314,1.589
2024-07-21,0.081,1.332,13.322,33.818,18.097,13.002,1.443,1.589
2024-07-22,0.081,1.251,14.538,32.848,16.656,12.593,1.379,1.589
2024-07-23,0.081,1.171,14.113,30.966,16.006,12.593,1.379,1.589
2024-07-24,0.081,1.09,13.322,29.144,14.706,11.776,1.379,1.589
2024-07-25,0.081,1.09,13.322,27.322,13.406,10.619,1.379,1.589
2024-07-26,0.081,1.09,13.322,25.619,13.406,10.993,1.314,1.589
2024-07-27,0.081,1.019,12.926,24.768,13.406,10.619,1.314,1.589
2024-07-28,0.081,1.09,13.322,24.768,13.406,10.993,1.379,1.589
2024-07-29,0.081,1.019,13.322,26.471,12.826,9.87,1.379,1.589
2024-07-30,0.081,1.09,13.322,24.768,12.247,10.619,1.443,1.747
2024-07-31,0.081,1.09,13.717,24.768,12.826,10.244,1.379,1.589
2024-08-01,0.081,1.019,13.322,26.471,14.056,10.993,1.379,1.589
2024-08-02,0.081,1.019,13.322,31.877,18.097,11.776,1.379,1.589
2024-08-03,1.954,1.251,14.113,168.332,35.293,15.179,1.507,1.431
2024-08-04,0.87,1.171,13.717,101.438,28.537,14.737,1.379,1.589
2024-08-05,0.62,1.171,13.322,90.689,27.672,14.294,1.379,1.589
2024-08-06,1.147,1.332,13.717,122.939,29.456,14.737,1.443,1.589
2024-08-07,0.959,1.412,12.926,101.438,25.079,11.776,1.379,1.431
2024-08-08,0.229,1.412,11.402,86.203,24.214,12.185,1.379,1.302
2024-08-09,0.262,1.412,11.402,74.864,23.423,12.185,1.314,1.302
2024-08-10,0.081,1.493,12.926,68.117,22.632,11.776,1.314,1.431
2024-08-11,0.081,1.674,13.322,64.193,22.632,12.185,1.443,1.431
2024-08-12,0.081,1.764,12.531,61.656,21.841,13.41,1.443,1.589
2024-08-13,0.081,2.045,15.811,59.119,21.05,16.097,1.507,1.589
2024-08-14,0.081,2.146,16.236,61.656,24.214,15.621,1.576,1.747
2024-08-15,0.081,1.945,15.387,60.387,24.214,14.737,1.507,1.747
2024-08-16,0.081,1.764,14.538,56.701,21.841,13.852,1.443,1.589
2024-08-17,0.081,1.583,13.717,50.777,20.259,12.593,1.379,1.589
2024-08-18,0.081,1.493,13.322,47.329,20.259,13.002,1.379,1.589
2024-08-19,0.081,1.583,11.402,42.971,16.656,10.619,1.379,1.589
2024-08-20,0.081,1.493,12.531,39.821,16.006,11.368,1.25,1.589
2024-08-21,0.081,1.493,12.531,38.79,15.356,10.244,1.25,1.431
2024-08-22,0.081,1.412,12.135,34.789,13.406,10.244,1.314,1.431
2024-08-23,0.081,1.332,11.035,32.848,13.406,9.495,1.25,1.302
2024-08-24,0.081,1.332,11.402,32.848,12.826,9.154,1.186,1.302
2024-08-25,0.081,1.251,11.768,30.966,13.406,9.495,1.186,1.431
2024-08-26,0.081,1.171,11.402,31.877,10.508,7.485,1.186,1.431
2024-08-27,0.081,1.171,11.768,25.619,9.49,7.485,1.186,1.431
2024-08-28,0.081,1.171,11.035,23.916,9.49,5.167,1.25,1.589
2024-08-29,0.081,1.171,12.135,20.689,8.98,4.894,1.186,1.589
2024-08-30,0.081,1.171,11.768,20.689,8.98,5.44,1.25,1.589
2024-08-31,0.081,1.09,11.402,19.897,9.49,5.44,1.25,1.589
2024-09-01,0.081,1.09,12.531,20.689,9.49,5.713,1.186,1.589
2024-09-02,0.081,1.171,13.717,19.897,8.98,5.713,1.314,1.906
2024-09-03,0.081,1.171,12.926,19.105,7.962,5.713,1.186,1.747
2024-09-04,0.081,1.09,12.926,17.64,6.646,4.177,1.186,1.589
2024-09-05,0.081,1.09,11.402,14.77,5.768,3.938,1.25,1.747
2024-09-06,0.081,1.171,12.926,13.425,5.4,4.177,1.314,1.906
2024-09-07,0.081,1.171,13.717,12.079,5.768,4.655,1.314,1.747
2024-09-08,0.081,1.171,14.113,11.546,6.646,4.894,1.379,1.906
2024-09-09,0.081,1.09,13.717,13.425,4.663,4.177,1.314,1.747
2024-09-10,0.081,1.171,13.322,9.412,3.629,3.289,1.314,1.589
2024-09-11,0.081,1.251,12.531,8.08,2.438,3.289,1.314,1.589
2024-09-12,0.081,1.251,13.717,6.657,3.034,3.083,1.314,1.906
2024-09-13,0.081,1.251,13.717,6.657,3.629,4.177,1.314,1.906
2024-09-14,0.081,1.171,13.322,7.475,3.331,3.938,1.314,2.064
2024-09-15,0.081,1.09,14.962,7.475,3.927,4.416,1.379,2.222
2024-09-16,0.081,1.171,15.811,7.747,5.032,4.177,1.379,2.41
2024-09-17,0.081,1.09,15.387,7.747,4.663,3.699,1.443,2.41
2024-09-18,0.081,1.09,15.387,8.413,5.032,3.938,1.443,2.597
2024-09-19,0.081,1.09,15.387,9.945,6.207,3.699,1.379,2.222
2024-09-20,0.081,1.019,14.113,12.079,5.032,3.289,1.379,2.064
2024-09-21,0.081,1.019,12.531,9.945,4.295,2.878,1.314,1.906
2024-09-22,0.081,1.019,12.531,9.079,4.295,2.673,1.314,1.906
2024-09-23,0.081,1.019,13.717,9.079,4.295,3.083,1.379,1.906
2024-09-24,0.081,0.949,12.531,8.413,4.663,4.894,1.379,1.747
2024-09-25,0.081,1.019,12.531,8.413,3.927,3.699,1.646,1.747
2024-09-26,0.081,1.019,12.531,8.08,3.927,4.416,1.576,1.747
2024-09-27,0.081,1.019,12.926,7.475,3.331,4.894,1.646,1.906
2024-09-28,0.081,1.019,13.322,7.202,3.629,2.159,1.576,1.906
2024-09-29,0.081,1.09,14.113,8.413,3.034,2.33,1.576,1.906
2024-09-30,0.081,1.09,13.717,8.08,1.983,1.987,1.068,1.906
2024-10-01,0.081,1.09,14.113,6.93,0.831,1.025,1.576,1.906
2024-10-02,0.081,1.019,13.322,5.699,0.831,1.266,1.576,1.747
2024-10-03,0.081,1.019,13.717,5.037,0.674,0.922,1.576,1.747
2024-10-04,0.081,1.09,16.236,4.832,0.674,0.818,1.785,1.906
2024-10-05,0.081,1.171,19.96,4.628,0.674,1.987,1.928,2.41
2024-10-06,0.081,1.583,25.133,4.832,4.295,12.593,2.002,2.972
2024-10-07,0.081,1.674,29.65,7.475,14.706,18.001,2.314,3.377
2024-10-08,0.081,1.855,35.425,32.848,28.537,23.847,3.259,3.594
2024-10-09,0.081,1.674,29.65,57.91,28.537,21.095,2.149,3.16
2024-10-10,0.081,1.412,25.759,44.06,21.05,17.049,2.075,3.16
2024-10-11,0.081,1.412,27.013,34.789,20.259,18.001,2.314,3.594
2024-10-12,0.081,1.251,25.759,37.76,23.423,19.021,2.075,3.16
2024-10-13,0.081,1.09,22.11,35.759,18.818,15.621,1.854,2.972
2024-10-14,0.081,1.09,22.699,28.233,14.056,11.368,1.928,2.972
2024-10-15,0.081,1.09,21.52,18.373,8.98,7.792,1.715,2.972
2024-10-16,0.081,1.171,23.879,13.425,8.471,10.619,1.928,3.16
2024-10-17,0.081,1.251,26.386,15.443,10.508,13.002,2.002,3.16
2024-10-18,0.081,1.332,30.309,19.105,12.826,17.525,2.314,3.811
2024-10-19,0.081,1.412,34.537,25.619,18.097,22.725,2.676,4.245
2024-10-20,0.081,1.493,39.907,38.79,25.079,27.992,3.545,4.984
2024-10-21,0.081,1.412,38.089,59.119,33.131,25.58,3.259,4.984
2024-10-22,0.081,1.412,41.768,50.777,33.131,27.381,3.259,4.984
2024-10-23,0.081,1.332,38.089,50.777,32.212,23.269,3.402,4.491
2024-10-24,0.081,1.171,33.691,44.06,21.05,17.525,3.142,4.028
2024-10-25,0.081,1.171,32.846,30.966,20.259,19.021,3.026,4.028
2024-10-26,0.081,1.251,37.201,30.966,21.05,22.725,3.142,4.491
2024-10-27,0.081,1.332,40.838,39.821,27.672,28.604,4.142,5.23
2024-10-28,0.081,1.493,47.521,51.926,34.212,33.121,5.207,5.476
2024-10-29,0.081,1.493,55.687,54.284,36.373,35.838,6.895,6.027
2024-10-30,0.081,1.583,59.96,64.193,43.507,40.151,8.403,6.303
2024-10-31,0.081,1.583,61.06,73.482,50.37,45.48,9.804,6.578
2024-11-01,0.081,1.412,52.556,83.325,59.611,45.48,9.495,6.303
2024-11-02,0.081,1.09,45.575,74.864,46.155,33.8,6.453,5.752
2024-11-03,0.081,1.171,41.768,65.461,43.507,31.797,5.791,5.23
2024-11-04,0.111,0.949,39.907,57.91,30.375,27.992,4.817,5.23
2024-11-05,0.081,0.949,36.313,45.15,25.079,25.58,5.207,5.23
2024-11-06,0.081,1.019,43.629,34.789,25.079,29.215,8.403,5.752
2024-11-07,0.081,1.171,44.602,38.79,29.456,32.442,6.895,6.027
2024-11-08,0.14,0.949,40.838,40.851,25.079,26.158,6.453,5.476
2024-11-09,0.199,1.09,50.525,34.789,25.943,36.551,7.883,6.303
2024-11-10,0.17,1.171,57.802,50.777,42.264,43.919,9.804,6.303
2024-11-11,0.262,0.949,50.525,66.789,37.454,33.121,8.403,5.752
2024-11-12,0.262,0.949,49.509,50.777,32.212,29.86,9.495,6.027
2024-11-13,0.295,1.019,56.744,45.15,33.131,39.404,10.731,6.578
2024-11-14,0.295,1.019,67.789,56.701,44.75,48.672,11.929,7.464
2024-11-15,0.295,1.09,72.445,74.864,63.069,50.301,15.581,7.769
2024-11-16,0.329,1.09,80.91,80.448,66.528,53.661,19.021,6.578
