,05421002-7,05411001-4,05410002-7,05426003-2,05423003-6,05410024-8,05402001-5,05401003-6
2023-02-07,0.081,0.028,13.486,0.555,0.226,2.231,0.837,5.116
2023-02-08,0.081,0.028,13.486,0.494,0.129,2.019,0.783,5.116
2023-02-09,0.081,0.028,11.707,0.41,0.129,1.854,0.783,4.599
2023-02-10,0.081,0.028,12.597,0.41,0.129,0.956,0.729,4.849
2023-02-11,0.081,0.028,13.931,0.41,0.129,2.019,0.729,5.383
2023-02-12,0.081,0.028,13.041,0.338,10.396,12.717,0.729,5.116
2023-02-13,0.081,0.028,13.041,0.494,0.129,1.854,0.729,5.116
2023-02-14,0.081,0.028,11.707,0.434,0.129,2.019,0.729,4.849
2023-02-15,0.081,0.028,12.597,0.434,0.129,1.074,1.009,4.849
2023-02-16,0.081,0.028,12.152,0.41,0.129,1.358,0.729,4.849
2023-02-17,0.081,0.028,10.895,0.362,0.129,0.6,0.729,4.349
2023-02-18,0.081,0.028,11.301,0.362,0.129,0.837,0.675,4.099
2023-02-19,0.081,0.028,10.083,0.338,8.743,9.097,0.621,4.099
2023-02-20,0.081,0.028,10.895,0.362,0.129,1.193,0.621,3.849
2023-02-21,0.081,0.028,9.31,0.362,0.129,1.193,0.475,4.099
2023-02-22,0.081,0.028,10.489,0.338,0.129,1.854,0.621,4.099
2023-02-23,0.081,0.028,9.677,0.338,0.129,1.074,0.572,3.849
2023-02-24,0.081,0.028,11.301,0.338,0.129,1.074,0.621,4.099
2023-02-25,0.081,0.028,11.301,0.294,0.129,1.074,0.621,3.849
2023-02-26,0.081,0.015,10.895,0.314,9.042,8.638,0.621,3.599
2023-02-27,0.081,0.028,11.301,0.314,0.129,0.6,0.621,4.099
2023-02-28,0.081,0.028,11.707,0.314,0.129,0.956,0.621,4.099
2023-03-01,0.081,0.028,11.301,0.294,0.129,0.837,0.621,4.099
2023-03-02,0.081,0.028,11.707,0.314,0.129,1.523,0.621,4.599
2023-03-03,0.081,0.028,11.707,0.294,0.129,1.193,0.621,4.849
2023-03-04,0.081,0.028,12.597,0.294,0.129,0.6,0.621,4.849
2023-03-05,0.081,0.028,12.597,0.294,8.144,10.904,0.621,5.116
2023-03-06,0.081,0.028,12.152,0.294,0.129,0.33,0.621,5.116
2023-03-07,0.081,0.028,11.301,0.314,0.129,1.193,0.572,4.349
2023-03-08,0.081,0.028,10.489,0.314,0.129,1.193,0.621,4.349
2023-03-09,0.081,0.028,10.489,0.314,0.129,1.689,0.621,4.349
2023-03-10,0.081,0.028,8.577,0.314,0.129,0.05,0.621,4.349
2023-03-11,0.081,0.028,11.301,0.294,0.129,1.358,0.621,4.349
2023-03-12,0.081,0.028,11.707,0.294,8.443,12.24,0.621,4.599
2023-03-13,0.081,0.028,8.577,0.294,0.129,0.552,0.572,4.599
2023-03-14,0.081,0.028,10.489,0.314,0.129,0.552,0.675,4.349
2023-03-15,0.081,0.028,10.083,0.294,0.129,0.504,0.783,5.383
2023-03-16,0.081,0.028,8.943,0.294,0.129,1.074,0.621,4.349
2023-03-17,0.081,0.028,10.895,0.294,0.129,0.837,0.621,4.599
2023-03-18,0.081,0.028,10.895,0.294,0.129,0.837,0.572,4.599
2023-03-19,0.081,0.028,10.895,0.294,9.042,10.904,0.621,4.349
2023-03-20,0.081,0.028,10.083,0.294,0.129,0.956,0.621,4.349
2023-03-21,0.081,0.028,9.677,0.294,0.0,0.956,0.523,4.599
2023-03-22,0.081,0.028,10.895,0.294,1.228,1.193,0.572,4.599
2023-03-23,0.081,0.028,10.083,0.294,0.238,1.074,0.572,4.349
2023-03-24,0.081,0.028,9.677,0.274,0.191,1.074,0.523,4.349
2023-03-25,0.081,0.028,9.31,0.255,0.191,1.854,0.523,4.099
2023-03-26,0.081,0.028,9.677,0.255,10.022,10.904,0.572,4.099
2023-03-27,0.081,0.028,9.677,0.255,0.002,0.267,0.572,4.349
2023-03-28,0.081,0.028,10.083,0.274,0.002,1.074,0.523,4.349
2023-03-29,0.081,0.028,9.677,0.314,0.002,0.956,0.572,4.349
2023-03-30,0.081,0.028,9.31,0.314,0.191,1.193,0.837,4.099
2023-03-31,0.081,0.028,8.943,0.314,0.002,0.837,0.572,4.099
2023-04-01,0.081,0.028,9.677,0.314,0.191,0.236,0.95,4.099
2023-04-02,0.081,0.028,9.31,0.338,8.379,9.097,0.837,4.099
2023-04-03,0.081,0.028,8.577,0.314,0.002,0.457,0.783,3.849
2023-04-04,0.081,0.028,8.21,0.386,0.191,0.409,0.572,3.599
2023-04-05,0.081,0.028,8.943,0.338,0.191,0.267,0.523,3.849
2023-04-06,0.081,0.028,8.21,0.338,0.002,0.205,0.523,3.599
2023-04-07,0.081,0.028,8.21,0.338,0.311,0.837,0.523,3.599
2023-04-08,0.081,0.028,8.21,0.338,0.144,1.689,0.523,3.599
2023-04-09,0.081,0.028,8.577,0.338,8.79,9.555,0.523,3.849
2023-04-10,0.081,0.028,8.21,0.362,0.002,0.552,0.523,3.599
2023-04-11,0.081,0.028,7.843,0.314,0.191,0.956,0.523,3.599
2023-04-12,0.081,0.028,7.187,0.314,0.144,0.409,0.523,3.599
2023-04-13,0.081,0.028,5.626,0.314,0.144,1.358,0.523,3.132
2023-04-14,0.081,0.028,3.511,0.338,0.605,1.358,0.523,3.132
2023-04-15,0.081,0.028,6.532,0.338,0.311,1.358,0.523,2.899
2023-04-16,0.081,0.028,6.532,0.338,6.568,7.358,0.523,2.899
2023-04-17,0.081,0.028,5.915,0.338,0.144,0.175,0.475,2.899
2023-04-18,0.081,0.028,6.204,0.41,0.191,0.16,0.475,2.899
2023-04-19,0.081,0.028,6.86,0.386,0.238,0.409,0.475,1.782
2023-04-20,0.081,0.028,5.915,0.386,0.532,0.361,0.475,1.782
2023-04-21,0.081,0.028,7.187,0.362,0.311,0.6,0.475,2.215
2023-04-22,0.081,0.028,7.187,0.362,0.144,0.956,0.475,1.565
2023-04-23,0.081,0.028,6.86,0.386,7.268,6.631,0.475,1.565
2023-04-24,0.081,0.028,5.915,0.41,0.002,0.33,0.475,1.565
2023-04-25,0.081,0.028,6.204,0.362,0.704,0.504,0.475,1.348
2023-04-26,0.081,0.028,5.049,0.386,0.804,0.361,0.475,1.565
2023-04-27,0.081,0.028,5.915,0.386,0.605,0.504,0.333,1.348
2023-04-28,0.081,0.028,6.86,0.386,0.458,0.6,0.333,1.348
2023-04-29,0.081,0.028,6.204,0.386,1.003,0.457,0.29,1.348
2023-04-30,0.081,0.028,5.915,0.41,5.334,5.903,0.333,1.148
2023-05-01,0.081,0.028,5.049,0.646,0.144,0.16,0.426,1.348
2023-05-02,0.081,0.028,5.049,0.555,0.903,0.145,0.29,1.148
2023-05-03,0.081,0.028,5.049,0.555,0.704,0.106,0.29,1.348
2023-05-04,0.081,0.028,5.915,0.646,0.704,0.457,0.333,1.348
2023-05-05,0.081,0.028,5.626,0.585,0.804,0.267,0.29,1.348
2023-05-06,0.081,0.028,5.626,0.585,0.311,0.114,0.29,1.348
2023-05-07,0.081,0.028,5.626,0.585,5.334,5.903,0.29,1.148
2023-05-08,0.081,0.028,5.338,0.769,0.144,0.13,0.29,1.348
2023-05-09,0.081,0.028,5.626,0.585,0.804,0.122,0.29,1.348
2023-05-10,0.081,0.028,5.915,0.585,0.804,0.299,0.29,1.148
2023-05-11,0.081,0.028,6.204,0.585,0.903,0.267,0.29,1.348
2023-05-12,0.081,0.028,6.204,0.646,0.704,0.361,0.29,1.348
2023-05-13,0.081,0.028,5.915,0.585,0.605,1.074,0.29,1.348
2023-05-14,0.081,0.028,5.626,0.585,8.379,6.631,0.29,1.348
2023-05-15,0.081,0.028,5.915,1.147,0.144,0.175,0.29,1.348
2023-05-16,0.081,0.028,5.626,0.646,1.003,0.122,0.29,1.348
2023-05-17,0.081,0.028,5.338,0.646,1.102,0.552,0.29,1.148
2023-05-18,0.081,0.028,5.338,0.891,0.903,0.457,0.29,0.948
2023-05-19,0.081,0.028,5.338,0.891,0.903,0.33,0.29,1.148
2023-05-20,0.081,0.028,5.626,0.83,0.385,0.504,0.29,0.948
2023-05-21,0.081,0.028,5.626,0.769,4.745,4.68,0.246,0.948
2023-05-22,0.081,0.028,5.338,1.426,0.191,0.13,0.29,0.948
2023-05-23,0.081,0.028,5.338,0.83,1.102,0.457,0.29,0.948
2023-05-24,0.081,0.028,5.626,0.891,1.102,0.6,0.29,0.948
2023-05-25,0.081,0.028,5.626,0.891,1.228,0.6,0.29,0.948
2023-05-26,0.081,0.028,5.338,0.891,1.228,0.719,0.29,0.948
2023-05-27,0.081,0.028,5.626,0.976,0.804,0.837,0.246,0.948
2023-05-28,0.081,0.028,5.626,0.83,5.334,4.68,0.29,0.948
2023-05-29,0.081,0.028,5.626,1.232,0.144,0.719,0.29,0.948
2023-05-30,0.081,0.028,5.338,0.585,1.608,0.719,0.29,0.948
2023-05-31,0.081,0.028,4.76,0.585,1.734,0.956,0.333,0.948
2023-06-01,0.081,0.028,5.626,1.232,1.734,0.956,0.333,1.148
2023-06-02,0.081,0.028,5.626,1.317,2.052,0.719,0.333,0.948
2023-06-03,0.081,0.028,5.338,1.426,1.893,0.719,0.333,0.948
2023-06-04,0.081,0.028,5.626,1.535,5.04,4.374,0.333,0.747
2023-06-05,0.081,0.028,5.338,1.995,0.144,0.719,0.333,0.747
2023-06-06,0.081,0.028,5.049,1.232,2.052,0.956,0.891,0.948
2023-06-07,0.081,0.028,5.338,1.752,1.893,0.956,0.891,1.148
2023-06-08,0.081,0.028,5.338,1.643,2.052,0.6,0.891,0.948
2023-06-09,0.081,0.028,5.049,1.861,2.371,0.956,0.891,0.948
2023-06-10,0.081,0.028,5.049,1.861,1.608,1.074,0.891,0.747
2023-06-11,0.081,0.028,4.76,1.995,5.334,3.598,0.675,0.547
2023-06-12,0.081,0.028,3.761,3.001,0.144,0.361,0.572,0.347
2023-06-13,0.081,0.028,4.51,1.426,2.052,0.504,0.675,0.347
2023-06-14,0.081,0.028,4.76,2.129,2.212,0.837,0.729,0.547
2023-06-15,0.081,0.028,4.76,2.129,2.371,0.361,0.333,0.747
2023-06-16,0.081,0.028,5.049,2.263,2.052,0.6,0.333,0.747
2023-06-17,0.081,0.028,5.049,1.995,1.608,0.552,0.333,0.747
2023-06-18,0.081,0.028,5.049,1.861,5.04,3.598,0.333,0.948
2023-06-19,0.081,0.028,5.049,1.752,0.144,0.504,0.333,0.547
2023-06-20,0.081,0.028,5.049,1.147,1.893,0.6,0.333,0.747
2023-06-21,0.081,0.028,5.626,1.752,2.052,0.837,0.29,0.747
2023-06-22,0.081,0.028,5.626,2.263,2.371,0.956,0.377,0.948
2023-06-23,0.081,2.668,0.0,3.001,0.0,0.0,21.437,7.6
2023-06-24,0.081,1.583,38.977,32.848,0.0,43.534,18.306,2.432
2023-06-25,0.081,0.878,20.445,50.777,0.0,1.915,1.928,1.998
2023-06-26,0.081,0.434,15.387,25.619,0.0,0.773,1.443,1.348
2023-06-27,0.081,0.253,13.717,16.908,0.0,0.773,1.25,1.148
2023-06-28,0.081,0.18,12.531,11.012,0.0,0.773,1.25,1.148
2023-06-29,0.081,0.152,10.669,8.746,0.0,0.773,1.715,0.948
2023-06-30,0.081,0.125,11.768,7.475,0.0,0.773,1.646,1.148
2023-07-01,0.081,0.125,11.768,5.928,0.0,0.773,1.646,0.948
2023-07-02,0.081,0.097,11.768,5.928,0.0,0.773,1.507,1.148
2023-07-03,0.081,0.097,10.669,5.928,0.0,0.773,1.443,1.148
2023-07-04,0.081,0.125,9.627,3.496,0.0,0.773,1.443,1.148
2023-07-05,0.081,0.097,10.302,2.129,0.0,0.773,1.379,1.148
2023-07-06,0.081,0.097,9.627,2.129,0.0,0.773,1.25,1.148
2023-07-07,0.081,0.097,8.952,3.676,0.0,0.773,1.186,0.948
2023-07-08,0.081,0.069,8.952,3.315,0.0,0.773,1.127,0.948
2023-07-09,0.081,0.097,9.627,3.158,0.0,0.773,1.068,0.948
2023-07-10,0.081,0.069,8.615,4.218,0.0,0.773,1.068,0.948
2023-07-11,0.081,0.069,8.615,2.397,0.0,3.549,1.068,0.948
2023-07-12,0.081,0.125,9.627,3.315,0.0,3.353,1.25,0.948
2023-07-13,0.081,0.097,8.952,5.471,0.0,2.325,1.068,0.948
2023-07-14,0.081,0.125,9.627,3.676,0.0,2.644,1.068,0.948
2023-07-15,0.081,0.125,9.627,3.315,0.0,2.644,1.068,0.948
2023-07-16,0.081,0.125,8.952,3.315,0.0,3.744,0.95,0.948
2023-07-17,0.081,0.097,8.615,3.857,0.0,2.165,0.95,0.948
2023-07-18,0.081,0.097,8.615,2.531,0.0,2.165,1.068,0.948
2023-07-19,0.081,0.125,8.952,2.397,0.0,2.484,1.009,0.948
2023-07-20,0.081,0.097,8.952,4.037,0.0,1.915,1.009,0.948
2023-07-21,0.081,0.069,8.615,3.857,0.0,2.165,0.95,0.948
2023-07-22,0.081,0.069,9.627,3.857,0.0,2.165,0.95,0.948
2023-07-23,0.081,0.125,9.627,4.628,0.0,3.744,1.009,0.948
2023-07-24,0.081,0.125,9.29,3.857,0.0,2.325,0.95,0.948
2023-07-25,0.081,0.152,9.627,2.263,0.0,2.04,0.95,0.948
2023-07-26,0.081,0.125,8.615,2.397,0.0,1.077,0.95,0.948
2023-07-27,0.081,0.097,9.627,4.628,0.0,1.354,1.009,0.948
2023-07-28,0.081,0.125,9.29,4.218,0.0,1.077,1.127,0.948
2023-07-29,0.081,0.097,10.302,3.857,0.0,1.539,1.127,1.148
2023-07-30,0.081,0.097,11.402,3.857,0.0,3.744,1.186,1.148
2023-07-31,0.081,0.097,11.035,3.857,0.0,2.165,1.186,1.148
2023-08-01,0.081,0.097,12.135,2.688,0.0,2.165,1.314,1.348
2023-08-02,0.081,0.097,12.531,2.263,0.0,4.869,1.314,1.348
2023-08-03,0.081,0.097,12.531,3.158,0.0,4.869,1.379,1.348
2023-08-04,0.081,0.097,12.531,3.857,0.0,4.869,1.379,1.565
2023-08-05,0.081,0.097,12.926,2.845,0.0,4.869,1.507,1.565
2023-08-06,0.081,0.097,12.531,2.531,0.0,10.16,1.379,1.782
2023-08-07,0.081,0.069,11.768,5.037,0.0,4.636,1.314,1.348
2023-08-08,0.081,0.069,11.035,2.397,0.0,1.169,1.314,1.348
2023-08-09,0.081,0.069,11.035,2.263,0.0,1.447,1.314,1.348
2023-08-10,0.081,0.069,10.669,2.688,0.0,1.789,1.314,1.348
2023-08-11,0.081,0.097,10.302,3.001,0.0,1.262,1.314,1.348
2023-08-12,0.081,0.069,10.302,3.001,0.0,1.354,1.25,1.348
2023-08-13,0.081,0.097,10.302,2.688,0.0,6.184,1.314,1.348
2023-08-14,0.081,0.097,11.402,3.676,0.0,1.169,1.379,1.348
2023-08-15,0.081,0.097,11.402,3.158,0.0,0.955,1.443,1.565
2023-08-16,0.081,0.097,9.965,2.397,0.0,1.447,1.314,1.348
2023-08-17,0.081,0.097,10.302,2.397,0.0,1.664,1.314,1.348
2023-08-18,0.081,0.069,9.627,2.531,0.0,1.354,1.314,1.148
2023-08-19,0.081,0.097,9.627,2.688,0.0,4.636,1.314,0.747
2023-08-20,0.081,0.344,17.597,4.037,0.0,7.076,1.785,0.347
2023-08-21,0.081,0.298,14.113,11.546,0.0,5.643,1.443,0.547
2023-08-22,0.081,0.298,13.717,10.479,0.0,6.765,1.507,0.747
2023-08-23,0.081,2.146,30.309,20.689,0.0,11.344,5.401,0.948
2023-08-24,0.081,1.855,31.155,73.482,0.0,9.414,2.793,0.948
2023-08-25,0.081,1.332,27.013,39.821,0.0,1.077,2.495,1.148
2023-08-26,0.081,1.251,23.879,29.144,0.0,0.773,2.149,1.148
2023-08-27,0.081,0.808,22.699,23.916,0.0,0.773,1.928,1.148
2023-08-28,0.081,0.808,18.505,20.689,0.0,0.834,1.646,1.148
2023-08-29,0.081,0.676,20.93,12.079,0.0,1.077,1.646,1.148
2023-08-30,0.081,0.808,21.52,11.012,0.0,0.773,1.646,1.348
2023-08-31,0.081,0.808,20.93,9.945,0.0,0.773,1.646,1.348
2023-09-01,0.081,0.878,22.11,8.746,0.0,0.773,1.785,1.565
2023-09-02,0.081,0.808,20.93,8.413,0.0,0.773,1.715,1.348
2023-09-03,0.081,0.737,20.445,8.746,0.0,0.895,1.715,1.348
2023-09-04,0.081,0.737,19.475,15.443,0.0,0.773,1.646,1.148
2023-09-05,0.081,0.676,18.505,7.202,0.0,0.773,1.507,1.148
2023-09-06,0.081,0.808,18.505,6.385,0.0,0.773,1.576,1.348
2023-09-07,0.081,0.949,22.699,7.202,0.0,0.773,2.149,1.348
2023-09-08,0.081,0.737,20.93,11.546,0.0,0.773,2.002,1.148
2023-09-09,0.081,0.676,20.445,8.08,0.0,0.773,1.785,1.148
2023-09-10,0.081,0.737,19.96,7.747,0.0,0.773,1.715,1.565
2023-09-11,0.081,0.676,19.96,14.77,0.0,0.773,1.785,0.948
2023-09-12,0.081,1.019,19.96,17.64,0.0,,1.928,1.148
2023-09-13,0.081,0.878,19.475,12.079,0.0,,1.785,1.148
2023-09-14,0.081,0.878,18.99,9.079,0.0,,1.785,1.148
2023-09-15,0.081,1.09,20.93,6.93,0.0,,1.785,1.348
2023-09-16,0.081,1.171,23.879,6.657,0.0,,2.149,1.565
2023-09-17,0.081,1.09,23.879,11.012,0.0,,2.149,1.565
2023-09-18,0.081,0.949,21.52,17.64,0.0,,2.002,1.348
2023-09-19,0.081,0.878,19.475,8.746,0.0,,1.928,1.348
2023-09-20,0.081,0.949,19.96,7.202,0.0,5.913,1.928,1.348
2023-09-21,0.081,0.949,20.445,5.037,0.0,6.765,1.928,1.348
2023-09-22,0.081,0.878,18.99,4.218,0.0,3.939,2.149,1.348
2023-09-23,0.081,0.949,18.505,2.688,0.0,1.789,2.002,1.348
2023-09-24,0.081,0.878,18.505,2.845,0.0,0.895,1.928,1.348
2023-09-25,0.081,1.019,20.93,3.857,0.0,3.939,2.223,1.348
2023-09-26,0.081,0.878,19.96,3.315,0.0,5.643,2.314,1.565
2023-09-27,0.081,0.949,21.52,3.001,0.0,13.053,2.404,1.565
2023-09-28,0.081,0.878,23.879,2.845,0.0,11.344,2.404,1.998
2023-09-29,0.081,0.878,22.699,2.688,0.0,8.711,2.404,2.432
2023-09-30,0.081,0.676,23.879,3.001,0.0,12.176,2.495,1.998
2023-10-01,0.081,0.808,25.133,3.158,0.0,14.897,2.909,2.215
2023-10-02,0.081,0.878,27.672,6.657,0.0,15.864,2.676,2.432
2023-10-03,0.081,0.878,25.133,5.699,0.0,12.176,2.495,2.665
2023-10-04,0.081,0.737,23.289,3.315,0.0,6.455,2.404,2.432
2023-10-05,0.081,0.676,22.699,2.263,0.0,7.076,2.404,2.899
2023-10-06,0.081,0.676,22.699,1.752,0.0,5.913,2.404,2.665
2023-10-07,0.081,0.616,20.93,1.752,0.0,5.643,2.404,2.665
2023-10-08,0.081,0.616,22.699,2.263,0.0,6.184,2.404,3.132
2023-10-09,0.081,0.616,24.506,2.845,0.0,8.359,2.676,3.132
2023-10-10,0.081,0.616,25.133,2.688,0.0,8.711,2.585,2.899
2023-10-11,0.081,0.555,22.699,2.129,0.0,5.101,2.495,2.665
2023-10-12,0.081,0.555,22.11,1.861,0.0,4.404,2.495,2.899
2023-10-13,0.081,0.555,23.289,1.535,0.0,4.404,2.585,2.899
2023-10-14,0.081,0.555,23.879,1.426,0.0,5.913,2.404,2.899
2023-10-15,0.081,0.555,24.506,1.426,0.0,6.184,2.495,2.899
2023-10-16,0.081,0.555,23.289,2.531,0.0,4.869,2.585,2.899
2023-10-17,0.081,0.616,25.759,1.861,0.0,5.101,6.895,3.366
2023-10-18,0.081,0.616,28.991,1.426,0.0,10.16,3.545,3.366
2023-10-19,0.081,0.616,28.331,1.317,0.0,7.076,3.545,3.366
2023-10-20,0.081,0.616,28.991,1.061,0.0,10.949,4.648,3.599
2023-10-21,0.081,0.616,25.759,0.976,0.0,9.766,2.909,3.132
2023-10-22,0.081,0.495,24.506,0.891,0.0,8.007,2.585,3.132
2023-10-23,0.081,0.555,26.386,2.263,0.0,8.359,2.676,3.132
2023-10-24,0.081,0.676,27.672,1.535,0.0,7.386,3.259,3.366
2023-10-25,0.081,0.676,32.0,1.147,0.0,10.16,3.545,3.849
2023-10-26,0.081,0.616,30.309,0.891,0.0,9.414,3.402,3.599
2023-10-27,0.081,0.616,31.155,0.769,0.0,10.555,3.545,3.849
2023-10-28,0.081,0.555,28.331,0.769,0.0,12.615,3.402,3.599
2023-10-29,0.081,0.555,28.331,0.769,0.0,14.414,3.142,3.366
2023-10-30,0.081,0.495,24.506,3.857,0.0,6.765,2.909,3.132
2023-10-31,0.081,0.434,22.699,1.861,0.0,3.744,2.676,3.132
2023-11-01,0.081,0.434,21.52,1.317,0.0,3.939,2.495,2.665
2023-11-02,0.081,0.389,22.699,1.147,0.0,4.171,2.314,2.665
2023-11-03,0.081,0.344,19.96,0.976,0.0,3.939,2.075,2.665
2023-11-04,0.081,0.389,22.699,0.83,0.0,8.711,2.075,2.665
2023-11-05,0.081,0.555,25.759,0.83,0.0,13.492,2.676,3.132
2023-11-06,0.081,0.676,28.331,1.643,0.0,10.555,3.026,3.366
2023-11-07,0.081,0.808,32.0,1.426,0.0,14.414,3.687,3.849
2023-11-08,0.081,0.878,33.691,1.317,0.0,16.878,4.311,4.099
2023-11-09,0.081,0.949,42.699,1.643,0.0,21.314,4.311,5.649
2023-11-10,0.081,0.949,45.575,6.93,0.0,0.0,4.311,5.916
2023-11-11,0.081,0.878,44.602,42.971,0.0,39.404,6.012,4.349
2023-11-12,0.081,0.808,38.089,55.493,0.0,31.797,4.311,4.099
2023-11-13,0.081,0.555,34.537,42.971,0.0,19.021,4.142,3.849
2023-11-14,0.081,0.616,32.846,19.105,0.0,16.097,3.973,4.099
2023-11-15,0.081,0.555,29.65,11.012,0.0,13.852,3.83,4.099
2023-11-16,0.081,0.495,30.309,7.747,0.0,11.776,4.479,3.849
2023-11-17,0.081,0.495,31.155,5.471,0.0,13.002,4.479,4.099
2023-11-18,0.081,0.389,27.013,5.242,0.0,10.619,4.142,3.849
2023-11-19,0.081,0.389,26.386,4.218,0.0,10.244,3.687,3.849
2023-11-20,0.081,0.616,33.691,3.001,0.0,13.852,4.479,4.599
2023-11-21,0.081,0.676,43.629,3.315,0.0,23.847,3.545,6.183
2023-11-22,0.081,0.808,47.521,6.93,0.0,25.002,5.401,5.116
2023-11-23,0.081,0.737,52.556,9.412,0.0,27.992,6.895,6.183
2023-11-24,0.081,0.878,64.361,15.443,0.0,34.48,7.389,5.649
2023-11-25,0.081,0.878,78.455,23.916,0.0,43.138,8.949,7.317
2023-11-26,0.081,0.808,83.408,41.881,0.0,43.138,9.495,7.033
2023-11-27,0.081,0.878,92.426,53.075,0.0,51.964,13.842,7.6
2023-11-28,0.081,0.737,100.47,62.924,0.0,55.358,30.051,7.6
2023-11-29,0.081,0.808,92.426,69.444,0.0,47.857,23.138,7.9
2023-11-30,0.081,0.737,89.801,65.461,0.0,50.301,35.602,9.1
2023-12-01,0.081,0.676,89.801,62.924,0.0,43.138,35.602,9.733
2023-12-02,0.081,0.616,78.455,60.387,0.0,40.898,27.931,6.466
2023-12-03,0.081,0.616,72.445,55.493,0.0,40.151,28.917,6.75
2023-12-04,0.081,0.555,72.445,54.284,0.0,35.838,30.051,6.183
2023-12-05,0.081,0.555,74.815,42.971,0.0,38.691,31.186,6.75
2023-12-06,0.081,0.434,63.261,44.06,0.0,31.151,28.917,7.033
2023-12-07,0.081,0.389,66.647,35.759,0.0,33.121,34.589,7.033
2023-12-08,0.081,0.495,73.63,35.759,0.0,36.551,16.161,7.317
2023-12-09,0.081,0.495,84.678,40.851,0.0,41.644,19.021,6.75
2023-12-10,0.081,0.389,83.408,47.329,0.0,43.138,25.96,7.033
2023-12-11,0.081,0.389,88.488,51.926,0.0,52.813,16.161,7.033
2023-12-12,0.081,0.344,88.488,55.493,0.0,45.48,12.818,7.033
2023-12-13,0.081,0.344,89.801,51.926,0.0,55.358,14.422,6.75
2023-12-14,0.081,0.298,87.218,54.284,0.0,58.005,15.581,7.317
2023-12-15,0.081,0.208,83.408,53.075,0.0,56.24,14.422,7.6
2023-12-16,0.081,0.208,85.948,48.478,0.0,60.686,12.818,7.6
2023-12-17,0.081,0.18,82.138,56.701,0.0,58.888,13.262,7.317
2023-12-18,0.081,0.18,78.455,61.656,0.0,51.964,11.929,5.916
2023-12-19,0.081,0.152,77.228,48.478,0.0,56.24,11.484,7.033
2023-12-20,0.081,0.18,76.0,46.239,0.0,54.51,10.731,10.683
2023-12-21,0.081,0.18,71.26,41.881,0.0,49.486,10.422,18.249
2023-12-22,0.081,0.152,73.63,38.79,0.0,50.301,10.422,17.849
2023-12-23,0.081,0.152,74.815,39.821,0.0,49.486,13.262,17.849
