,05421002-7,05411001-4,05410002-7,05426003-2,05423003-6,05410024-8,05402001-5,05401003-6
2023-12-24,0.081,0.495,88.488,47.329,0.0,65.299,16.876,20.681
2023-12-25,0.081,0.434,87.218,47.329,0.0,76.245,17.591,0.0
2023-12-26,0.081,0.495,93.738,51.926,0.0,73.167,27.931,15.523
2023-12-27,0.081,0.253,100.47,50.777,0.0,77.274,34.589,22.139
2023-12-28,0.081,0.208,93.738,49.627,0.0,71.128,31.186,20.608
2023-12-29,0.081,0.616,79.683,46.239,0.0,60.686,20.587,18.684
2023-12-30,0.081,0.434,82.138,36.73,0.0,58.888,23.138,18.684
2023-12-31,0.081,0.125,78.455,39.821,0.0,63.436,25.96,18.203
2024-01-01,0.081,0.344,76.0,39.821,0.0,58.005,25.96,22.139
2024-01-02,0.081,0.208,85.948,40.851,0.0,68.142,38.641,15.523
2024-01-03,0.081,0.208,85.948,38.79,0.0,63.436,30.051,16.397
2024-01-04,0.081,0.208,84.678,34.789,0.0,63.436,27.931,15.945
2024-01-05,0.081,0.208,85.948,35.759,0.0,64.352,28.917,16.848
2024-01-06,0.081,0.208,87.218,37.76,0.0,67.194,27.931,16.397
2024-01-07,0.081,0.18,74.815,34.789,0.0,55.358,18.306,14.678
2024-01-08,0.081,0.18,67.789,29.144,0.0,49.486,17.591,13.833
2024-01-09,0.081,0.344,67.789,24.768,0.0,46.261,27.931,12.654
2024-01-10,0.081,0.18,63.261,18.373,0.0,43.919,28.917,12.261
2024-01-11,0.081,0.18,63.261,13.425,0.0,40.151,16.161,12.261
2024-01-12,0.081,0.18,58.86,10.479,0.0,38.691,12.373,11.504
2024-01-13,0.081,0.18,55.687,10.479,0.0,33.121,11.929,9.716
2024-01-14,0.081,0.389,56.744,7.747,0.0,33.8,13.842,9.382
2024-01-15,0.081,0.389,53.571,7.747,0.0,34.48,13.262,10.05
2024-01-16,0.081,0.389,55.687,6.93,0.0,37.264,15.001,9.716
2024-01-17,0.081,0.344,58.86,6.385,0.0,37.978,19.736,10.777
2024-01-18,0.081,0.434,58.86,6.385,0.0,35.838,38.641,12.654
2024-01-19,0.081,0.495,61.06,7.202,0.0,41.644,37.628,12.654
2024-01-20,0.081,0.389,67.789,10.479,0.0,47.042,18.306,12.654
2024-01-21,0.081,0.344,63.261,12.752,0.0,43.919,19.021,11.504
2024-01-22,0.081,0.344,61.06,11.546,0.0,43.138,18.306,11.868
2024-01-23,0.081,0.344,62.161,9.412,0.0,40.898,18.306,11.141
2024-01-24,0.081,0.389,56.744,8.08,0.0,44.7,17.591,10.05
2024-01-25,0.081,0.434,62.161,7.475,0.0,38.691,19.736,14.678
2024-01-26,0.081,0.434,64.361,9.945,0.0,49.486,26.946,14.255
2024-01-27,0.081,0.555,64.361,13.425,0.0,47.857,24.975,13.047
2024-01-28,0.081,0.434,67.789,21.481,0.0,53.661,22.288,11.868
2024-01-29,0.081,0.344,53.571,21.481,0.0,41.644,16.876,9.716
2024-01-30,0.081,0.555,52.556,14.77,0.0,37.264,11.484,10.414
2024-01-31,0.081,0.555,52.556,7.475,0.0,34.48,11.929,10.05
2024-02-01,0.081,0.344,52.556,7.202,0.0,35.838,12.373,11.141
2024-02-02,0.081,0.298,51.54,5.242,0.0,34.48,12.373,10.414
2024-02-03,0.081,0.344,55.687,5.037,0.0,37.264,12.373,9.047
2024-02-04,0.081,0.389,54.629,5.037,0.0,34.48,11.929,9.716
2024-02-05,0.081,0.253,49.509,5.928,0.0,35.159,12.818,9.382
2024-02-06,0.081,0.298,51.54,5.699,0.0,31.151,11.484,10.05
2024-02-07,0.081,0.298,51.54,5.037,0.0,37.978,11.484,12.261
2024-02-08,0.081,0.344,51.54,5.242,0.0,34.48,11.929,11.504
2024-02-09,0.081,0.434,48.494,3.496,0.0,29.86,10.422,9.382
2024-02-10,0.081,0.495,38.089,2.688,0.0,23.269,8.949,9.716
2024-02-11,0.081,0.344,40.838,2.129,0.0,24.425,8.949,9.716
2024-02-12,0.17,0.434,42.699,2.129,0.0,26.158,9.495,9.382
2024-02-13,0.081,0.434,40.838,1.861,0.0,20.041,10.113,9.382
2024-02-14,0.081,0.344,43.629,1.535,0.0,19.021,22.288,10.414
2024-02-15,0.081,0.389,47.521,1.317,0.0,21.095,23.989,10.777
2024-02-16,0.081,0.253,46.548,1.317,0.0,21.095,20.587,10.414
2024-02-17,0.081,0.389,43.629,1.426,0.0,21.095,10.422,9.382
2024-02-18,0.14,0.434,40.838,1.061,0.0,22.725,10.422,10.05
2024-02-19,0.329,0.298,49.509,0.976,0.0,27.992,11.484,11.141
2024-02-20,0.295,0.18,44.602,0.891,0.0,23.269,11.04,11.141
2024-02-21,0.081,0.015,41.768,1.426,0.0,22.725,8.949,9.382
2024-02-22,0.199,0.042,36.313,0.976,0.0,16.097,7.636,8.074
2024-02-23,0.295,0.042,30.309,0.976,0.0,14.737,5.596,7.159
2024-02-24,0.262,0.015,26.386,1.147,0.0,13.41,5.596,6.578
2024-02-25,0.579,0.015,26.386,0.891,0.0,9.495,6.233,6.854
2024-02-26,0.469,0.015,25.759,0.769,0.0,10.993,7.636,6.854
2024-02-27,0.295,0.015,25.759,0.707,0.0,6.872,2.314,8.074
2024-02-28,0.17,0.015,27.013,0.646,0.0,8.133,6.453,7.769
2024-02-29,0.17,0.015,27.013,0.646,0.0,6.566,3.973,8.074
2024-03-01,0.081,0.015,26.386,0.555,0.0,7.179,4.142,8.379
2024-03-02,0.081,0.015,28.331,0.555,0.0,9.495,4.311,8.379
2024-03-03,0.14,0.015,26.386,0.555,0.0,8.473,3.259,8.713
2024-03-04,0.199,0.015,26.386,0.555,0.0,8.133,2.676,8.379
2024-03-05,0.229,0.015,25.133,0.525,0.0,6.872,2.793,8.074
2024-03-06,0.295,0.015,26.386,0.525,0.0,10.619,2.793,8.074
2024-03-07,0.262,0.015,23.879,0.525,0.0,5.713,2.223,7.464
2024-03-08,0.17,0.015,21.52,0.525,0.0,6.872,2.585,6.303
2024-03-09,0.14,0.015,21.52,0.494,0.0,6.566,2.676,7.159
2024-03-10,0.199,0.015,23.289,0.494,0.0,6.566,3.973,7.159
2024-03-11,0.329,0.015,23.289,0.494,0.0,7.792,2.404,7.159
2024-03-12,0.199,0.015,22.699,0.494,0.0,7.485,3.259,6.854
2024-03-13,0.17,0.015,22.699,0.464,0.0,7.179,3.259,7.159
2024-03-14,0.14,0.015,25.759,0.464,0.0,8.473,3.402,7.464
2024-03-15,0.199,0.015,23.289,0.434,0.0,7.179,1.715,6.854
2024-03-16,0.14,0.015,22.699,0.434,0.0,20.551,1.646,6.854
2024-03-17,0.111,0.015,21.52,0.434,0.0,21.638,2.223,6.854
2024-03-18,0.229,0.015,19.96,0.434,0.0,4.894,1.507,6.854
2024-03-19,0.14,0.015,20.93,0.434,0.0,6.566,8.676,6.578
2024-03-20,0.081,0.015,20.445,0.434,0.0,7.792,7.883,5.752
2024-03-21,,0.015,18.505,,0.0,0.0,1.314,5.476
2024-03-22,0.081,0.015,18.505,0.434,0.0,5.713,2.223,6.303
2024-03-23,0.081,0.015,19.96,0.41,0.0,18.511,3.973,6.578
2024-03-24,0.081,0.015,20.93,0.434,0.0,21.095,3.545,7.464
2024-03-25,0.081,0.015,22.11,0.494,0.0,9.87,3.83,7.464
2024-03-26,0.081,0.015,22.699,0.525,0.0,9.87,3.259,7.464
2024-03-27,0.081,0.015,20.445,0.464,0.0,5.986,1.576,7.159
2024-03-28,0.081,0.015,20.93,0.494,0.0,8.133,2.404,7.464
2024-03-29,0.081,0.015,21.52,0.464,0.0,8.473,1.379,7.769
2024-03-30,0.17,0.015,23.879,0.464,0.0,21.095,1.379,7.159
2024-03-31,0.14,0.015,21.52,0.434,0.0,21.638,1.576,6.027
2024-04-01,0.081,0.015,18.051,0.83,0.0,4.894,1.25,4.984
2024-04-02,0.081,0.015,15.811,0.555,0.0,4.655,1.25,4.245
2024-04-03,0.081,0.015,15.387,0.525,0.0,4.655,1.25,3.811
2024-04-04,0.081,0.015,15.387,0.494,0.0,4.177,1.25,4.245
2024-04-05,0.229,0.015,15.811,0.464,0.0,4.894,1.186,4.737
2024-04-06,0.111,0.015,18.051,0.464,0.0,15.621,1.186,5.23
2024-04-07,0.111,0.015,16.69,0.464,0.0,17.525,1.186,5.23
2024-04-08,0.081,0.015,16.69,0.434,0.0,5.44,1.186,5.23
2024-04-09,0.081,0.015,16.236,0.525,0.0,7.179,1.186,4.737
2024-04-10,0.081,0.015,16.236,0.525,0.0,5.44,1.25,5.476
2024-04-11,0.081,0.015,14.538,0.525,0.0,3.938,1.314,4.245
2024-04-12,0.111,0.015,13.322,0.494,0.0,3.494,1.314,4.028
2024-04-13,0.081,0.015,13.322,0.434,0.0,13.852,1.314,3.811
2024-04-14,0.081,0.015,13.717,0.434,0.0,14.294,1.314,3.811
2024-04-15,0.081,0.152,14.962,0.494,0.0,4.655,1.379,4.028
2024-04-16,0.111,0.125,14.962,0.494,0.0,5.44,1.314,3.811
2024-04-17,0.199,0.055,14.113,0.494,0.0,4.416,1.25,3.811
2024-04-18,0.17,0.042,13.717,0.464,0.0,4.416,1.25,4.245
2024-04-19,0.111,0.015,13.717,0.464,0.0,3.938,1.25,4.028
2024-04-20,0.081,0.015,12.926,0.434,0.0,14.737,1.25,3.811
2024-04-21,0.081,0.015,12.135,0.434,0.0,13.002,1.25,3.377
2024-04-22,0.081,0.015,11.768,0.464,0.0,4.416,1.314,3.377
2024-04-23,0.081,0.015,12.135,0.464,0.0,2.878,1.25,3.377
2024-04-24,0.081,0.015,12.926,0.464,0.0,3.289,1.25,3.594
2024-04-25,0.081,0.015,11.768,0.464,0.0,4.177,3.687,3.377
2024-04-26,0.081,0.015,12.135,0.464,0.0,3.289,1.25,3.377
2024-04-27,0.081,0.015,11.402,0.434,0.0,11.776,1.25,3.377
2024-04-28,0.081,0.015,11.768,0.434,0.0,12.185,1.25,3.16
2024-04-29,0.081,0.015,11.035,0.434,0.0,3.938,1.186,2.785
2024-04-30,0.081,0.015,9.965,0.494,0.0,3.494,1.186,2.972
2024-05-01,0.081,0.015,10.302,0.494,0.0,3.289,1.186,2.785
2024-05-02,0.17,0.015,11.035,0.494,0.0,3.083,1.25,2.785
2024-05-03,0.17,0.015,11.035,0.464,0.0,2.878,1.25,2.785
2024-05-04,0.111,0.015,10.669,0.464,0.0,10.619,1.186,2.785
2024-05-05,0.081,0.015,10.302,0.464,0.0,10.244,1.186,2.597
2024-05-06,0.081,0.015,9.965,0.525,0.0,4.416,1.186,2.597
2024-05-07,0.395,0.18,11.035,0.976,0.0,16.573,1.25,2.785
2024-05-08,0.329,0.069,13.322,14.77,0.0,13.852,1.928,2.785
2024-05-09,0.081,0.152,13.322,9.079,0.0,13.41,1.379,2.785
2024-05-10,0.081,0.125,13.322,5.037,0.0,10.619,1.25,2.597
2024-05-11,0.081,0.042,11.035,4.037,0.0,7.792,1.186,2.41
2024-05-12,0.081,0.042,11.035,4.423,0.0,8.133,1.186,2.41
2024-05-13,0.081,0.042,11.402,4.218,0.0,6.566,1.186,2.41
2024-05-14,0.081,0.028,10.302,3.001,0.0,5.713,1.186,2.41
2024-05-15,0.081,0.028,9.965,2.397,0.0,6.259,1.186,2.41
2024-05-16,0.14,0.015,10.302,2.129,0.0,5.44,1.186,2.41
2024-05-17,0.081,0.015,9.965,1.995,0.0,5.713,1.186,2.222
2024-05-18,0.111,0.015,8.952,2.845,0.0,5.986,1.127,2.222
2024-05-19,0.199,0.015,9.29,3.158,0.0,4.655,1.127,2.222
2024-05-20,0.199,0.069,9.29,9.079,0.0,8.814,1.186,2.222
2024-05-21,0.081,0.616,9.965,13.425,0.0,10.993,1.314,2.222
2024-05-22,0.199,1.332,12.926,16.908,0.0,16.097,2.002,2.41
2024-05-23,0.295,0.878,12.531,30.966,0.0,17.525,1.443,2.41
2024-05-24,0.17,0.434,12.531,30.966,0.0,13.852,1.186,2.222
2024-05-25,0.111,0.344,11.402,24.768,0.0,12.593,1.186,2.222
2024-05-26,0.111,0.344,11.402,19.105,0.0,12.593,1.127,2.064
2024-05-27,0.081,0.152,10.302,17.64,0.0,11.368,1.127,2.064
2024-05-28,0.081,0.125,9.965,14.77,0.0,9.495,1.127,2.222
2024-05-29,0.081,0.152,10.302,9.079,0.0,9.87,1.127,2.064
2024-05-30,0.081,0.298,10.669,8.413,0.0,9.154,1.186,2.222
2024-05-31,0.081,0.253,11.402,7.747,0.0,9.87,1.186,2.064
2024-06-01,0.081,0.125,9.627,7.202,0.0,8.473,1.25,2.064
2024-06-02,0.081,0.125,9.965,6.657,0.0,9.154,1.25,2.064
2024-06-03,0.081,0.18,12.135,7.475,0.0,11.776,1.25,2.064
2024-06-04,0.081,0.152,11.402,8.08,0.0,10.993,1.25,2.064
2024-06-05,0.081,0.152,11.402,8.413,0.0,10.993,1.186,2.064
2024-06-06,0.081,0.125,11.402,8.746,0.0,10.619,1.25,1.906
2024-06-07,0.081,0.097,11.035,11.012,0.0,10.619,1.25,2.064
2024-06-08,0.081,0.125,11.768,15.443,0.0,10.619,1.314,1.906
2024-06-09,0.111,0.555,12.135,23.916,0.0,13.002,1.379,2.064
2024-06-10,0.081,0.344,11.402,23.916,0.0,13.41,1.25,2.064
2024-06-11,0.081,0.097,11.768,20.689,0.0,11.776,1.25,2.064
2024-06-12,0.081,0.097,12.135,19.897,0.0,12.185,1.186,1.906
2024-06-13,6.94,2.045,20.445,106.26,0.0,36.551,2.909,2.064
2024-06-14,6.837,1.855,18.505,299.821,0.0,39.404,2.149,2.064
2024-06-15,1.346,1.674,13.322,204.323,0.0,14.737,1.443,2.222
2024-06-16,0.199,1.171,14.538,73.482,0.0,14.294,1.379,2.222
2024-06-17,0.081,1.019,14.113,49.627,0.0,14.294,1.379,2.222
2024-06-18,0.081,1.764,16.236,48.478,0.0,15.179,2.149,2.222
2024-06-19,0.741,1.412,15.811,61.656,0.0,18.001,1.715,2.222
2024-06-20,0.229,1.171,14.113,57.91,0.0,14.737,1.443,2.222
2024-06-21,7.577,2.045,18.505,341.248,0.0,47.042,2.149,2.064
2024-06-22,7.577,2.045,18.051,427.762,0.0,38.691,1.928,2.41
2024-06-23,1.896,2.045,16.236,251.108,0.0,21.638,1.715,2.222
2024-06-24,0.826,1.945,16.69,157.625,37.454,17.525,1.785,2.064
2024-06-25,0.362,1.855,16.236,112.799,31.293,18.001,1.854,2.222
2024-06-26,0.081,1.583,15.387,92.185,27.672,16.573,1.854,1.906
2024-06-27,0.081,1.674,17.144,77.627,26.808,17.525,1.854,1.906
2024-06-28,0.081,1.674,17.597,69.444,25.943,17.525,1.854,1.906
2024-06-29,0.081,1.674,17.597,64.193,26.808,18.001,1.785,1.747
2024-06-30,0.081,1.674,17.144,61.656,25.943,17.049,1.854,1.747
2024-07-01,0.081,1.674,17.597,59.119,25.943,18.001,4.479,1.747
2024-07-02,0.081,1.674,18.051,56.701,25.079,19.021,4.311,1.747
2024-07-03,0.081,1.583,18.99,54.284,24.214,18.001,4.311,1.747
2024-07-04,0.081,1.493,17.144,50.777,23.423,17.525,4.311,1.747
2024-07-05,0.081,1.412,16.236,49.627,22.632,17.049,4.311,1.747
2024-07-06,0.081,1.251,15.811,47.329,22.632,16.573,4.142,1.747
2024-07-07,0.081,1.171,15.387,45.15,21.841,16.573,4.142,1.747
2024-07-08,0.081,1.171,16.69,44.06,22.632,18.001,3.973,1.747
2024-07-09,0.081,1.09,15.387,42.971,21.05,16.097,3.973,1.747
2024-07-10,0.081,1.019,15.387,40.851,21.05,16.097,4.142,1.747
2024-07-11,0.081,1.019,14.538,40.851,19.538,15.621,3.83,1.747
2024-07-12,0.081,0.949,13.717,37.76,18.818,14.737,3.83,1.747
2024-07-13,0.081,0.949,13.322,36.73,17.377,13.002,3.973,1.589
2024-07-14,0.081,0.878,13.322,34.789,16.656,13.41,3.973,1.589
2024-07-15,0.081,0.878,13.717,35.759,18.818,13.852,3.973,1.589
2024-07-16,0.081,0.949,14.113,35.759,17.377,13.41,3.973,1.747
2024-07-17,0.081,1.09,15.387,33.818,18.097,13.41,4.142,1.747
2024-07-18,0.081,1.412,17.144,35.759,19.538,15.621,4.311,1.747
2024-07-19,0.081,1.674,17.597,35.759,18.818,15.179,4.142,1.747
2024-07-20,0.081,1.583,18.051,35.759,20.259,17.525,1.576,1.747
2024-07-21,0.081,1.493,17.597,36.73,20.259,16.573,1.576,1.747
2024-07-22,0.081,1.412,16.236,36.73,20.259,16.573,1.646,1.747
2024-07-23,0.081,1.412,15.811,32.848,18.097,14.737,1.576,1.747
2024-07-24,0.081,1.171,14.962,31.877,17.377,13.852,1.507,1.747
2024-07-25,0.081,1.171,14.538,29.144,16.006,13.002,1.507,1.747
2024-07-26,0.081,1.171,14.113,28.233,14.706,11.776,1.507,1.589
2024-07-27,0.081,1.171,14.113,26.471,14.706,11.776,1.507,1.747
2024-07-28,0.081,1.171,14.538,27.322,15.356,12.593,1.507,1.747
2024-07-29,0.081,1.171,14.962,27.322,16.006,13.002,1.646,1.747
2024-07-30,0.081,1.171,15.387,27.322,14.706,12.185,1.576,1.747
2024-07-31,0.081,1.09,14.962,27.322,14.056,11.776,1.576,1.747
2024-08-01,0.081,1.09,14.538,31.877,18.097,12.593,1.507,1.747
2024-08-02,3.361,1.764,17.144,200.772,47.56,21.095,1.854,1.906
2024-08-03,6.329,1.583,15.811,233.76,106.191,25.58,1.854,1.747
2024-08-04,2.072,1.332,15.811,165.054,37.454,17.049,1.576,1.589
2024-08-05,1.051,1.493,14.538,119.504,31.293,15.179,1.507,1.589
2024-08-06,2.197,1.583,14.962,165.054,34.212,17.525,1.646,1.589
2024-08-07,1.398,1.583,14.113,131.69,30.375,15.179,1.507,1.589
2024-08-08,0.959,1.583,14.113,99.886,27.672,14.737,1.576,1.589
2024-08-09,0.579,1.674,14.962,84.764,25.943,16.097,1.576,1.589
2024-08-10,0.295,2.045,14.962,74.864,24.214,14.737,1.646,1.589
2024-08-11,0.14,2.347,17.597,68.117,25.943,15.621,1.646,1.747
2024-08-12,0.14,2.347,18.051,64.193,25.943,17.525,1.854,1.906
2024-08-13,0.111,2.447,18.99,64.193,27.672,20.041,1.854,2.064
2024-08-14,0.229,2.347,19.96,66.789,29.456,21.095,1.785,1.906
2024-08-15,0.17,2.347,17.597,65.461,27.672,17.525,1.715,1.906
2024-08-16,0.081,2.045,16.236,60.387,25.943,16.573,1.576,1.747
2024-08-17,0.081,1.764,14.962,56.701,22.632,14.737,1.576,1.747
2024-08-18,0.081,1.674,14.538,50.777,21.841,14.294,1.507,1.589
2024-08-19,0.081,1.674,16.69,47.329,21.05,15.621,1.507,1.589
2024-08-20,0.081,1.583,13.322,44.06,18.818,13.002,1.507,1.589
2024-08-21,0.081,1.583,12.926,39.821,18.818,13.002,1.507,1.589
2024-08-22,0.081,1.493,12.926,38.79,18.097,12.185,1.507,1.589
2024-08-23,0.081,1.412,14.113,35.759,15.356,12.185,1.443,1.589
2024-08-24,0.081,1.332,12.531,34.789,14.056,10.244,1.443,1.589
2024-08-25,0.081,1.332,12.926,32.848,15.356,10.619,1.379,1.747
2024-08-26,0.081,1.332,13.322,32.848,15.356,10.619,1.443,1.589
2024-08-27,0.081,1.412,13.322,31.877,11.088,8.814,1.379,1.747
2024-08-28,0.081,1.412,14.113,25.619,12.247,9.495,1.379,1.747
2024-08-29,0.081,1.332,13.322,24.768,9.999,7.179,1.379,1.747
2024-08-30,0.081,1.251,13.322,22.273,9.999,6.566,1.379,1.747
2024-08-31,0.081,1.251,12.531,22.273,10.508,5.986,1.379,1.747
2024-09-01,0.081,1.674,16.69,22.273,10.508,6.259,1.715,2.41
2024-09-02,0.081,1.583,22.11,21.481,13.406,12.593,1.646,2.222
2024-09-03,0.081,1.493,14.962,22.273,10.508,7.792,1.443,1.906
2024-09-04,0.081,1.332,14.962,19.105,8.98,5.986,1.507,2.064
2024-09-05,0.081,1.493,16.69,18.373,8.471,6.259,1.646,2.222
2024-09-06,0.081,1.412,17.144,15.443,8.471,8.473,1.576,2.064
2024-09-07,0.081,1.493,16.236,14.097,7.962,8.473,1.507,2.41
2024-09-08,0.081,1.493,16.69,14.77,8.98,7.792,1.576,2.222
2024-09-09,0.081,1.493,15.387,15.443,7.962,5.986,1.443,1.906
2024-09-10,0.081,1.674,16.236,13.425,5.032,4.416,1.443,1.747
2024-09-11,0.081,1.674,15.387,9.412,3.927,5.44,1.646,2.222
2024-09-12,0.081,1.583,19.96,8.08,5.4,9.154,1.576,2.222
2024-09-13,0.081,1.583,16.69,7.475,4.663,6.566,1.576,2.222
2024-09-14,0.081,1.493,16.69,8.08,4.295,6.259,1.646,2.597
2024-09-15,0.081,1.493,17.597,8.08,6.646,8.133,1.715,2.785
2024-09-16,0.081,1.493,17.597,9.945,6.207,7.485,1.646,2.785
2024-09-17,0.081,1.332,18.051,8.413,5.768,6.566,1.785,2.972
2024-09-18,0.081,1.332,18.051,9.945,8.98,6.566,1.785,2.972
2024-09-19,0.081,1.171,16.69,13.425,8.471,5.986,1.576,2.597
2024-09-20,0.081,1.171,15.811,13.425,6.207,5.167,2.075,2.222
2024-09-21,0.081,1.09,14.962,12.079,5.032,4.655,1.507,2.064
2024-09-22,0.081,1.09,14.962,9.945,5.032,4.655,1.646,2.064
2024-09-23,0.081,1.09,14.962,10.479,5.768,6.566,1.715,2.064
2024-09-24,0.081,1.09,15.387,9.945,5.768,6.566,1.854,2.064
2024-09-25,0.081,1.171,16.236,9.412,5.4,6.259,2.002,2.597
2024-09-26,0.081,1.171,17.144,9.079,5.768,7.792,1.928,2.597
2024-09-27,0.081,1.09,17.597,8.413,5.032,6.872,1.928,2.064
2024-09-28,0.081,1.412,16.236,9.079,5.768,5.44,1.785,2.41
2024-09-29,0.081,1.412,16.69,9.412,3.629,3.494,1.854,2.222
2024-09-30,0.081,1.412,17.144,8.746,3.629,3.938,1.928,2.222
2024-10-01,0.081,1.171,15.811,8.08,1.983,2.502,1.785,1.906
2024-10-02,0.081,1.251,15.811,6.93,0.987,2.673,1.785,1.906
2024-10-03,0.081,1.764,20.93,5.928,0.987,3.083,2.075,2.785
2024-10-04,0.081,1.855,25.133,5.471,0.831,8.473,2.404,3.594
2024-10-05,0.081,1.764,29.65,5.471,7.084,13.41,2.793,4.028
2024-10-06,0.081,1.945,32.0,7.202,16.656,19.531,2.676,4.028
2024-10-07,0.081,2.447,47.521,31.877,29.456,33.121,4.311,5.23
2024-10-08,0.081,2.447,47.521,64.193,43.507,38.691,7.883,4.491
2024-10-09,0.081,2.146,41.768,64.193,46.155,32.442,3.259,3.811
2024-10-10,0.081,1.674,36.313,56.701,31.293,26.158,4.311,4.984
2024-10-11,0.081,1.583,38.089,45.15,32.212,29.215,3.142,4.491
2024-10-12,0.081,1.493,34.537,44.06,29.456,25.002,2.585,3.811
2024-10-13,0.081,1.332,27.013,42.971,24.214,20.041,2.223,3.594
2024-10-14,0.081,1.412,27.013,35.759,21.841,19.021,2.223,3.377
2024-10-15,0.081,1.674,26.386,27.322,14.056,14.294,2.223,4.028
2024-10-16,0.081,1.764,31.155,17.64,16.006,16.573,2.404,4.028
2024-10-17,0.081,1.764,38.977,22.273,19.538,20.041,3.259,4.984
2024-10-18,0.081,1.945,49.509,30.055,25.943,27.381,3.973,5.752
2024-10-19,0.081,2.347,64.361,44.06,33.131,35.159,8.403,6.578
2024-10-20,0.081,2.246,66.647,68.117,54.909,51.964,9.495,6.578
2024-10-21,0.081,1.764,55.687,68.117,48.965,43.138,4.479,6.578
2024-10-22,0.081,1.764,56.744,64.193,46.155,43.919,8.13,6.854
2024-10-23,0.081,1.583,55.687,61.656,44.75,40.151,6.233,6.027
2024-10-24,0.081,1.583,41.768,57.91,34.212,29.215,4.142,4.737
2024-10-25,0.081,1.674,45.575,44.06,30.375,29.215,5.207,5.752
2024-10-26,0.081,1.764,51.54,45.15,34.212,34.48,6.674,6.854
2024-10-27,0.081,1.855,64.361,57.91,43.507,41.644,8.949,7.769
2024-10-28,0.081,2.045,79.683,66.789,54.909,50.301,9.495,8.074
2024-10-29,0.081,2.347,88.488,79.009,68.257,66.247,13.262,8.713
2024-10-30,0.081,2.246,92.426,87.698,73.931,69.089,16.161,8.713
2024-10-31,0.081,2.146,95.051,96.783,83.874,71.128,17.591,8.713
2024-11-01,0.081,2.045,99.115,99.886,87.981,73.167,14.422,8.379
2024-11-02,0.229,1.493,58.86,98.335,68.257,49.486,9.804,6.854
2024-11-03,0.17,1.493,56.744,74.864,54.909,43.919,8.403,6.578
2024-11-04,0.17,1.251,46.548,70.772,47.56,37.978,7.142,6.578
2024-11-05,0.14,1.412,52.556,57.91,36.373,33.8,8.403,7.159
2024-11-06,0.111,1.583,59.96,48.478,41.021,43.919,20.587,7.464
2024-11-07,0.14,1.493,61.06,53.075,46.155,47.042,20.587,7.159
2024-11-08,0.229,1.583,61.06,51.926,36.373,38.691,10.113,7.769
2024-11-09,0.262,1.764,78.455,54.284,46.155,51.964,12.373,8.379
2024-11-10,0.262,1.764,80.91,74.864,72.04,63.436,13.262,7.769
2024-11-11,0.395,1.493,64.361,74.864,63.069,53.661,10.731,6.854
2024-11-12,0.362,1.493,73.63,65.461,50.37,45.48,12.818,8.074
2024-11-13,0.505,1.674,97.761,66.789,63.069,58.005,22.288,9.716
2024-11-14,0.542,1.764,104.609,86.203,87.981,75.215,24.975,10.414
2024-11-15,0.432,1.764,114.058,93.68,94.627,74.186,37.628,10.777
2024-11-16,0.542,1.493,115.376,93.68,106.191,79.333,27.931,10.414
